Entity	QRank	city	cityLabel	maxPopulation
Q334	16215873	http://www.wikidata.org/entity/Q334	Singapore	5866139.0
Q1218	15245843	http://www.wikidata.org/entity/Q1218	Jerusalem	936425.0
Q84	10975992	http://www.wikidata.org/entity/Q84	London	8799728.0
Q8646	10437504	http://www.wikidata.org/entity/Q8646	Hong Kong	7413070.0
Q65	8635174	http://www.wikidata.org/entity/Q65	Los Angeles	3898747.0
Q47492	8059865	http://www.wikidata.org/entity/Q47492	Gaza City	590481.0
Q612	7598003	http://www.wikidata.org/entity/Q612	Dubai	3331420.0
Q1492	7062517	http://www.wikidata.org/entity/Q1492	Barcelona	1660122.0
Q1410	6067896	http://www.wikidata.org/entity/Q1410	Gibraltar	34003.0
Q727	5612774	http://www.wikidata.org/entity/Q727	Amsterdam	921468.0
Q490	5178166	http://www.wikidata.org/entity/Q490	Milan	1354196.0
Q641	5159132	http://www.wikidata.org/entity/Q641	Venice	250369.0
Q62	5126838	http://www.wikidata.org/entity/Q62	San Francisco	873965.0
Q1156	5078974	http://www.wikidata.org/entity/Q1156	Mumbai	15414288.0
Q1489	4743293	http://www.wikidata.org/entity/Q1489	Mexico City	9209944.0
Q2807	4729556	http://www.wikidata.org/entity/Q2807	Madrid	3332035.0
Q1486	4557810	http://www.wikidata.org/entity/Q1486	Buenos Aires	3120612.0
Q2634	4544718	http://www.wikidata.org/entity/Q2634	Naples	913462.0
Q1726	4495200	http://www.wikidata.org/entity/Q1726	Munich	1512491.0
Q172	4133833	http://www.wikidata.org/entity/Q172	Toronto	2794356.0
Q33935	4043393	http://www.wikidata.org/entity/Q33935	Tel Aviv	460613.0
Q8684	4023560	http://www.wikidata.org/entity/Q8684	Seoul	9668465.0
Q1861	4003319	http://www.wikidata.org/entity/Q1861	Bangkok	5676648.0
Q956	3986006	http://www.wikidata.org/entity/Q956	Beijing	21893095.0
Q270	3948321	http://www.wikidata.org/entity/Q270	Warsaw	1860281.0
Q2044	3677329	http://www.wikidata.org/entity/Q2044	Florence	360930.0
Q1748	3666076	http://www.wikidata.org/entity/Q1748	Copenhagen	644431.0
Q3130	3516704	http://www.wikidata.org/entity/Q3130	Sydney	4840600.0
Q1754	3482219	http://www.wikidata.org/entity/Q1754	Stockholm	984748.0
Q174	3315716	http://www.wikidata.org/entity/Q174	São Paulo	11451245.0
Q3711	3268079	http://www.wikidata.org/entity/Q3711	Belgrade	1378682.0
Q1854	3255302	http://www.wikidata.org/entity/Q1854	Ho Chi Minh City	10380000.0
Q23436	3198717	http://www.wikidata.org/entity/Q23436	Edinburgh	488050.0
Q7903	3181003	http://www.wikidata.org/entity/Q7903	Casablanca	3499000.0
Q85	3178229	http://www.wikidata.org/entity/Q85	Cairo	9606916.0
Q24826	3066792	http://www.wikidata.org/entity/Q24826	Liverpool	513441.0
Q18125	2950336	http://www.wikidata.org/entity/Q18125	Manchester	547627.0
Q1355	2910976	http://www.wikidata.org/entity/Q1355	Bangalore	12327000.0
Q87	2858684	http://www.wikidata.org/entity/Q87	Alexandria	4870000.0
Q36600	2853793	http://www.wikidata.org/entity/Q36600	The Hague	548320.0
Q1519	2845433	http://www.wikidata.org/entity/Q1519	Abu Dhabi	1483000.0
Q5776	2840275	http://www.wikidata.org/entity/Q5776	Bethlehem	36000.0
Q1524	2821247	http://www.wikidata.org/entity/Q1524	Athens	643452.0
Q585	2798700	http://www.wikidata.org/entity/Q585	Oslo	709037.0
Q3141	2769390	http://www.wikidata.org/entity/Q3141	Melbourne	5031195.0
Q1865	2751680	http://www.wikidata.org/entity/Q1865	Kuala Lumpur	1982100.0
Q2256	2684940	http://www.wikidata.org/entity/Q2256	Birmingham	1137100.0
Q3766	2546676	http://www.wikidata.org/entity/Q3766	Damascus	2584771.0
Q3114	2516247	http://www.wikidata.org/entity/Q3114	Canberra	381488.0
Q994	2465410	http://www.wikidata.org/entity/Q994	Tbilisi	1118035.0
Q1757	2417586	http://www.wikidata.org/entity/Q1757	Helsinki	664921.0
Q34647	2408583	http://www.wikidata.org/entity/Q34647	Johannesburg	4434827.0
Q1780	2408435	http://www.wikidata.org/entity/Q1780	Bratislava	475503.0
Q1858	2374620	http://www.wikidata.org/entity/Q1858	Hanoi	8246600.0
Q1891	2369782	http://www.wikidata.org/entity/Q1891	Bologna	387971.0
Q101625	2315420	http://www.wikidata.org/entity/Q101625	Marrakesh	1400000.0
Q11725	2307983	http://www.wikidata.org/entity/Q11725	Chongqing	32054159.0
Q1731	2296101	http://www.wikidata.org/entity/Q1731	Dresden	563311.0
Q2079	2267320	http://www.wikidata.org/entity/Q2079	Leipzig	616093.0
Q1352	2260742	http://www.wikidata.org/entity/Q1352	Chennai	10265000.0
Q1449	2257195	http://www.wikidata.org/entity/Q1449	Genoa	558745.0
Q2844	2231479	http://www.wikidata.org/entity/Q2844	Brasília	2817068.0
Q4093	2230851	http://www.wikidata.org/entity/Q4093	Glasgow	626410.0
Q11194	2197644	http://www.wikidata.org/entity/Q11194	Sarajevo	275524.0
Q5687	2168929	http://www.wikidata.org/entity/Q5687	Jericho	23220.0
Q35493	2163810	http://www.wikidata.org/entity/Q35493	Almaty	1916822.0
Q1867	2125060	http://www.wikidata.org/entity/Q1867	Taipei	2603150.0
Q5753	2110838	http://www.wikidata.org/entity/Q5753	Samarkand	546303.0
Q8673	2074742	http://www.wikidata.org/entity/Q8673	Lagos	15070000.0
Q2868	1979466	http://www.wikidata.org/entity/Q2868	Lima	9943800.0
Q269	1964306	http://www.wikidata.org/entity/Q269	Tashkent	2956384.0
Q1764	1939580	http://www.wikidata.org/entity/Q1764	Reykjavík	139875.0
Q437	1927188	http://www.wikidata.org/entity/Q437	Ljubljana	284293.0
Q70	1881750	http://www.wikidata.org/entity/Q70	Bern	134506.0
Q2656	1881306	http://www.wikidata.org/entity/Q2656	Palermo	630167.0
Q10686	1868263	http://www.wikidata.org/entity/Q10686	Belfast	345006.0
Q546	1848567	http://www.wikidata.org/entity/Q546	Trieste	198417.0
Q6487	1834563	http://www.wikidata.org/entity/Q6487	Antalya	2426356.0
Q36312	1834275	http://www.wikidata.org/entity/Q36312	Calgary	1306784.0
Q15174	1828548	http://www.wikidata.org/entity/Q15174	Shenzhen	17494398.0
Q37100	1828098	http://www.wikidata.org/entity/Q37100	Auckland	1470100.0
Q430776	1800969	http://www.wikidata.org/entity/Q430776	Nazareth	83400.0
Q79980	1786694	http://www.wikidata.org/entity/Q79980	Varanasi	1198491.0
Q1722	1784361	http://www.wikidata.org/entity/Q1722	Dubrovnik	41562.0
Q1354	1777247	http://www.wikidata.org/entity/Q1354	Dhaka	16800000.0
Q12994	1770743	http://www.wikidata.org/entity/Q12994	Bruges	118509.0
Q8692	1766633	http://www.wikidata.org/entity/Q8692	Bilbao	346096.0
Q48278	1755833	http://www.wikidata.org/entity/Q48278	Medellín	2529403.0
Q34370	1720667	http://www.wikidata.org/entity/Q34370	Rotterdam	664311.0
Q23430	1696104	http://www.wikidata.org/entity/Q23430	Ulaanbaatar	1396288.0
Q3037	1685481	http://www.wikidata.org/entity/Q3037	Kathmandu	845767.0
Q23154	1633949	http://www.wikidata.org/entity/Q23154	Bristol	472465.0
Q1715	1624698	http://www.wikidata.org/entity/Q1715	Hanover	545045.0
Q1425428	1624248	http://www.wikidata.org/entity/Q1425428	Newcastle upon Tyne	300196.0
Q34932	1616768	http://www.wikidata.org/entity/Q34932	Brisbane	2360241.0
Q2028	1612337	http://www.wikidata.org/entity/Q2028	Verona	255588.0
Q3838	1579153	http://www.wikidata.org/entity/Q3838	Kinshasa	11855000.0
